Command	Result
{ file extensions }	{ C:\textbackslashUsers\textbackslashdevcs\textbackslashAppData\textbackslashRoaming\textbackslashtalon\textbackslashuser\textbackslashthomas\_talon\textbackslashsettings\textbackslashfile\_extensions.csv }
{ search engines }	{ C:\textbackslashUsers\textbackslashdevcs\textbackslashAppData\textbackslashRoaming\textbackslashtalon\textbackslashuser\textbackslashthomas\_talon\textbackslashsettings\textbackslashsearch\_engines.csv }
{ system paths }	{ C:\textbackslashUsers\textbackslashdevcs\textbackslashAppData\textbackslashRoaming\textbackslashtalon\textbackslashuser\textbackslashthomas\_talon\textbackslashsettings\textbackslashsystem\_paths.csv }
{ websites }	{ C:\textbackslashUsers\textbackslashdevcs\textbackslashAppData\textbackslashRoaming\textbackslashtalon\textbackslashuser\textbackslashthomas\_talon\textbackslashsettings\textbackslashwebsites.csv }
{ words to replace }	{ C:\textbackslashUsers\textbackslashdevcs\textbackslashAppData\textbackslashRoaming\textbackslashtalon\textbackslashuser\textbackslashthomas\_talon\textbackslashsettings\textbackslashwords\_to\_replace.csv }
{ additional words }	{ C:\textbackslashUsers\textbackslashdevcs\textbackslashAppData\textbackslashRoaming\textbackslashtalon\textbackslashuser\textbackslashthomas\_talon\textbackslashsettings\textbackslashadditional\_words.csv }
{ homophones }	{ C:\textbackslashUsers\textbackslashdevcs\textbackslashAppData\textbackslashRoaming\textbackslashtalon\textbackslashuser\textbackslashthomas\_talon\textbackslashcode\textbackslashhomophones.csv }
