Command	Result
{ curly }	{ curlyBrackets }
{ diamond }	{ angleBrackets }
{ escaped quad }	{ escapedDoubleQuotes }
{ escaped twin }	{ escapedSingleQuotes }
{ escaped round }	{ escapedParentheses }
{ escaped square }	{ escapedSquareBrackets }
{ quad }	{ doubleQuotes }
{ round }	{ parentheses }
{ skis }	{ backtickQuotes }
{ square }	{ squareBrackets }
{ twin }	{ singleQuotes }
