Command	Result
{ draft show }	{ Hides draft window. Shows draft window.  }
{ draft show $<$user.draft{-}window{-}position$>$ }	{ Hides draft window. Shows draft window. Lets you move the window to the top, bottom, left, right, or middle.  }
{ draft show small }	{ Hides draft window. Shows draft window. Resize the draft window..  }
{ draft show large }	{ Hides draft window. Shows draft window. Resize the draft window..  }
{ draft empty }	{ Shows draft window.  }
{ draft edit }	{ Let $<$text$>$ be the selected text. Press backspace. Shows draft window.  }
{ draft edit all }	{ Select all text in the current document. Let $<$text$>$ be the selected text. Press backspace. Shows draft window.  }
