Command	Result
{ go  $<$a href="\#user{-}letter{-}capture"$>$ \&lt;user.letter\&gt; $<$/a$>$  }	{ file\_manager\_open\_volume.  }
{ go app data }	{ opens the directory that's already visible in the view.  }
{ go program files }	{ opens the directory that's already visible in the view.  }
