Command	Result
{ yank }	{ Press y. Press enter.  }
{ near }	{ Press n. Press enter.  }
{ quench }	{ Press q. Press enter.  }
{ drum }	{ Press d. Press enter.  }
{ air }	{ Press a. Press enter.  }
