Command	Result
{ chapter next }	{ Go to next chapter.  }
{ chapter last }	{ Go to previous chapter.  }
{ go chapter $<$number$>$ }	{ Go to chapter number.  }
{ go chapter final }	{ Go to final chapter.  }
