Command	Result
{ $<$user.ordinals$>$ }	{ Repeat the last command N times.  }
{ $<$number{-}small$>$ times }	{ Repeat the last command N times.  }
{ (repeat that | twice) }	{ Repeat the last command N times.  }
{ repeat that $<$number{-}small$>$ {[}times{]} }	{ Repeat the last command N times.  }
